Execution_ID,Compiler,Circuit_Depth,Shannon_Entropy,KL_Divergence,HOP
0,IBM_SABRE,110,15.971057959137385,3.874093481540996,0.5052131566565753
0,PROMETHEUS_ESSP,1025,14.897871608392807,1.4311100890904496,0.6195469743641607
1,IBM_SABRE,109,15.967020572792396,3.792911337667846,0.5057705701812126
1,PROMETHEUS_ESSP,959,14.759055875974067,1.3374276524107893,0.6318596842593307
2,IBM_SABRE,104,15.97468037388442,3.9625559377688497,0.5046126675966474
2,PROMETHEUS_ESSP,965,14.851719697348246,1.3988320091462678,0.6236711018349742
3,IBM_SABRE,96,15.967866559004042,3.8091470066942823,0.5058224988513812
3,PROMETHEUS_ESSP,1047,14.868626301592315,1.4105177323137637,0.6221639737131281
4,IBM_SABRE,111,15.98566321512906,4.360594973675359,0.5020529675625487
4,PROMETHEUS_ESSP,1064,14.795785305661697,1.3612516630415388,0.628628197157306
5,IBM_SABRE,112,15.980769081086056,4.148905914045,0.5035600538614329
5,PROMETHEUS_ESSP,1063,14.473324650463288,1.1714337260841776,0.6564183575987711
6,IBM_SABRE,95,15.941732782073244,3.442191678355309,0.5099028330139594
6,PROMETHEUS_ESSP,953,14.513777195396505,1.1931024139096487,0.6529998445243477
7,IBM_SABRE,105,15.973616387879593,3.9341742467565175,0.5047871115569008
7,PROMETHEUS_ESSP,1088,14.926780341981791,1.4519564910274554,0.616947419886857
8,IBM_SABRE,98,15.969165516689063,3.8360440037589,0.5052836435030066
8,PROMETHEUS_ESSP,1140,14.95398440803716,1.4720415155826096,0.6144893367749641
9,IBM_SABRE,97,15.95362398289706,3.581483948201692,0.5079919282815477
9,PROMETHEUS_ESSP,1116,14.82389594484992,1.3799355375409257,0.6261424591906777
10,IBM_SABRE,108,15.982967562339022,4.230544509114611,0.503017821261919
10,PROMETHEUS_ESSP,973,14.265454023435987,1.0678575533494716,0.6737114398088234
11,IBM_SABRE,96,15.944232699623859,3.46882978313376,0.5092658419613344
11,PROMETHEUS_ESSP,992,14.748148269619753,1.3304761476765317,0.6328158434013967
12,IBM_SABRE,107,15.985099841488314,4.331347812047265,0.5024393205161408
12,PROMETHEUS_ESSP,1084,14.523622855781294,1.198458692162883,0.6521650578592239
13,IBM_SABRE,108,15.985597939400119,4.360963481238809,0.5021566643899804
13,PROMETHEUS_ESSP,1137,14.941362159131508,1.4626645553730013,0.6156312923579204
14,IBM_SABRE,106,15.98437028608819,4.295457331392404,0.5029547612828313
14,PROMETHEUS_ESSP,1041,14.707604869892315,1.305112480763297,0.6363561394435718
15,IBM_SABRE,104,15.983122343349766,4.23908581480094,0.5029689461742411
15,PROMETHEUS_ESSP,1116,14.90270816106082,1.434563125750893,0.6191129448305419
16,IBM_SABRE,112,15.981387442137093,4.1679874320051065,0.5032623275477266
16,PROMETHEUS_ESSP,1047,14.85912908084188,1.4039340162255964,0.6230111097743086
17,IBM_SABRE,114,15.981572451066407,4.176101653977704,0.5031978420602651
17,PROMETHEUS_ESSP,1051,14.613848423992524,1.2491368198153956,0.6444631570570103
18,IBM_SABRE,98,15.972240465955881,3.902700678765509,0.5047888785988685
18,PROMETHEUS_ESSP,1091,14.973056022300193,1.4864047915319127,0.612759080751612
19,IBM_SABRE,107,15.967520030957129,3.8027703776080686,0.5057228854791924
19,PROMETHEUS_ESSP,1085,14.669595493661673,1.2819854308136045,0.6396559529359453
20,IBM_SABRE,112,15.980753353887119,4.145589203800097,0.5035140276572718
20,PROMETHEUS_ESSP,1105,14.471064244113654,1.170238644559283,0.656608844656986
21,IBM_SABRE,96,15.978469100592394,4.067261261557019,0.5039407961571505
21,PROMETHEUS_ESSP,1096,14.976385355270237,1.4889367700190417,0.6124564287840695
22,IBM_SABRE,111,15.980539109104521,4.138643497333615,0.5036849737615867
22,PROMETHEUS_ESSP,1022,14.52067848649759,1.1968534374245228,0.6524148173655455
23,IBM_SABRE,109,15.987303277956741,4.4602551147664,0.501873917056936
23,PROMETHEUS_ESSP,1100,15.033315169552473,1.5334188550386565,0.6072528430237567
24,IBM_SABRE,101,15.97646284133242,4.007578418959408,0.5042203028678175
24,PROMETHEUS_ESSP,1144,15.126752749690914,1.6117904899620557,0.5985894442518546
25,IBM_SABRE,97,15.960421358476694,3.6795711891968717,0.5069486029963031
25,PROMETHEUS_ESSP,1098,15.08726570469421,1.5777969756432189,0.6022700233123556
26,IBM_SABRE,96,15.954217112370282,3.588708303249755,0.5074472500940324
26,PROMETHEUS_ESSP,1092,15.033425366431702,1.5335072140253752,0.6072427175129532
27,IBM_SABRE,101,15.976660516590064,4.014731764575495,0.5040029279507513
27,PROMETHEUS_ESSP,1133,14.646767750747241,1.2683845955673074,0.6416290510343277
28,IBM_SABRE,110,15.983339824575786,4.248771636942402,0.5026860300532406
28,PROMETHEUS_ESSP,1059,14.27403765942811,1.0718994685598244,0.6730060047343729
29,IBM_SABRE,110,15.987329897920446,4.464199594755499,0.501804725843197
29,PROMETHEUS_ESSP,991,14.837920918444127,1.3894093227464266,0.6248981178236406
30,IBM_SABRE,104,15.983651370181423,4.263884436385975,0.5026312201239798
30,PROMETHEUS_ESSP,1145,14.650292630899507,1.2704709481731475,0.6413248015425237
31,IBM_SABRE,106,15.966364567655594,3.781258105894042,0.5061272991940027
31,PROMETHEUS_ESSP,1084,15.10018387637889,1.5887708294275116,0.6010691281352576
32,IBM_SABRE,111,15.977345801529202,4.034403781091299,0.5040110201130963
32,PROMETHEUS_ESSP,1146,14.946087923375318,1.4661634278443294,0.6152040394127691
33,IBM_SABRE,104,15.97547799941748,3.9805378118346684,0.5042474381428899
33,PROMETHEUS_ESSP,1137,14.787003391904054,1.3554958993643251,0.6294025089161361
34,IBM_SABRE,105,15.978115294200608,4.057775504180123,0.5040051420216547
34,PROMETHEUS_ESSP,1080,14.997714889319669,1.5053359719972292,0.6105131730608935
35,IBM_SABRE,105,15.982532780424858,4.213595997774563,0.5030576467293388
35,PROMETHEUS_ESSP,1137,14.925558702382702,1.4510653549343049,0.6170575326375342
36,IBM_SABRE,98,15.97704722491555,4.025312156185456,0.5040057599052391
36,PROMETHEUS_ESSP,1075,14.42466193847263,1.1460604414596296,0.6605069926975906
37,IBM_SABRE,111,15.988460389434909,4.546519490246752,0.5016798712348829
37,PROMETHEUS_ESSP,1118,14.819999998704583,1.377322036033635,0.6264876258718861
38,IBM_SABRE,107,15.98587089648004,4.375090616157834,0.5024279137179356
38,PROMETHEUS_ESSP,1023,14.317877915784601,1.0928411448382256,0.6693917592636681
39,IBM_SABRE,96,15.95515600289475,3.601623815474472,0.5077882856991326
39,PROMETHEUS_ESSP,1129,14.930765228832614,1.4548696764725708,0.61658808042491
40,IBM_SABRE,111,15.985524184966833,4.351332314150502,0.5025539950154225
40,PROMETHEUS_ESSP,1096,15.133595920417166,1.6178207093069528,0.5979485942135598
41,IBM_SABRE,114,15.982221963814798,4.202565316790426,0.5027547335762488
41,PROMETHEUS_ESSP,962,14.101732369524727,0.9941580095358792,0.6870331300497353
42,IBM_SABRE,108,15.985598844364144,4.357890808754736,0.5025113877878274
42,PROMETHEUS_ESSP,1133,15.156222244780636,1.6380661158418668,0.5958231974144808
43,IBM_SABRE,105,15.985079684300878,4.331229506058357,0.5027608720720237
43,PROMETHEUS_ESSP,956,14.388240114481931,1.1275410930533125,0.663550645046042
44,IBM_SABRE,95,15.97298971465492,3.9170426340102455,0.5049475826647466
44,PROMETHEUS_ESSP,1035,14.584664114663312,1.232420569552938,0.6469648160518238
45,IBM_SABRE,105,15.96545814562655,3.764190443714749,0.506158992682003
45,PROMETHEUS_ESSP,976,14.825699156916304,1.381147838680748,0.6259826286374408
46,IBM_SABRE,103,15.966833119263386,3.7902107074111178,0.5057464427539513
46,PROMETHEUS_ESSP,957,14.85967514704498,1.4043112165327274,0.6229624372774971
47,IBM_SABRE,96,15.960986280449927,3.6869805523713715,0.5070051858296031
47,PROMETHEUS_ESSP,997,14.899800971166421,1.4324859053207075,0.6193738767968099
48,IBM_SABRE,110,15.978036105823042,4.054399577252123,0.5037552166426728
48,PROMETHEUS_ESSP,964,14.731013135691647,1.3196664402945806,0.6343147240918723
49,IBM_SABRE,102,15.981359543083908,4.170400159131055,0.5032883590040448
49,PROMETHEUS_ESSP,995,14.480201038160974,1.1750793781587014,0.655838532336635
50,IBM_SABRE,97,15.959207037453583,3.6594231901125682,0.5071928710875475
50,PROMETHEUS_ESSP,1074,14.91258656430909,1.4416586901295287,0.6182253600703138
51,IBM_SABRE,111,15.98609684203112,4.384470001233458,0.5021928346084472
51,PROMETHEUS_ESSP,990,14.31808075465055,1.0929392172261851,0.6693749926722586
52,IBM_SABRE,96,15.961429146421384,3.6943498932273067,0.506715433883809
52,PROMETHEUS_ESSP,1117,14.686627532355322,1.2922729923078788,0.6381795662403384
53,IBM_SABRE,103,15.967245135065943,3.7966298747683824,0.5059374346057576
53,PROMETHEUS_ESSP,952,14.670599305156843,1.2825883952005122,0.6395690406046366
54,IBM_SABRE,104,15.96638473659001,3.7803024606258107,0.5056987348704877
54,PROMETHEUS_ESSP,1136,14.442730193847813,1.1553955475199187,0.6589918763660814
55,IBM_SABRE,97,15.959135766471451,3.658426092805992,0.5072950164186092
55,PROMETHEUS_ESSP,1105,14.953386930250785,1.471595361874254,0.6145434484444678
56,IBM_SABRE,98,15.962755253765168,3.7166319318040237,0.5065144668720395
56,PROMETHEUS_ESSP,1107,14.763561764397933,1.3403155413462795,0.6314642347825077
57,IBM_SABRE,102,15.977123302544289,4.027978246552423,0.5041221109339435
57,PROMETHEUS_ESSP,1036,14.227586487459936,1.050247090558686,0.6768150294068143
58,IBM_SABRE,109,15.983977574278752,4.277767764342657,0.5025332833290148
58,PROMETHEUS_ESSP,1047,14.532750626271564,1.2034539417055015,0.6513901609310215
59,IBM_SABRE,113,15.989473326983527,4.6285622557242725,0.5016027454015325
59,PROMETHEUS_ESSP,1087,15.075456147437203,1.5678857325334652,0.6033651864174564
60,IBM_SABRE,108,15.96832403380726,3.8169486009772764,0.5054296427268792
60,PROMETHEUS_ESSP,1105,14.459149123843048,1.1639659977822334,0.6576120245389567
61,IBM_SABRE,113,15.974415430797228,3.954404049145916,0.5044154881496046
61,PROMETHEUS_ESSP,988,14.700282111634166,1.300608989721061,0.6369932985166475
62,IBM_SABRE,105,15.967969780521862,3.811970170862435,0.5056309329961992
62,PROMETHEUS_ESSP,1143,14.743189063196057,1.3273338331184106,0.6332500438611766
63,IBM_SABRE,101,15.982802088725537,4.226525794832481,0.502948572429909
63,PROMETHEUS_ESSP,989,14.904077500817206,1.4355432573396487,0.6189899967689843
64,IBM_SABRE,100,15.965464189748479,3.7648610057149554,0.506255623810012
64,PROMETHEUS_ESSP,1127,15.066228242397798,1.5602196889203532,0.6042191846155555
65,IBM_SABRE,114,15.981833914221186,4.18697849131666,0.5031735856739095
65,PROMETHEUS_ESSP,968,14.826540984069647,1.3817143781259493,0.6259079962159818
66,IBM_SABRE,109,15.97908437946566,4.086813995573155,0.5036579434351262
66,PROMETHEUS_ESSP,979,14.104282017157363,0.9952590385907033,0.6868275624545458
67,IBM_SABRE,112,15.971418786936074,3.8846580375022715,0.5048219436532807
67,PROMETHEUS_ESSP,963,14.668010684906326,1.2810343228312737,0.6397931437319518
68,IBM_SABRE,107,15.98407345585436,4.281976948591648,0.5026645281745522
68,PROMETHEUS_ESSP,1037,14.294103255357035,1.081421960538649,0.671354127471483
69,IBM_SABRE,98,15.952979390295036,3.5732214996607508,0.5079048696019908
69,PROMETHEUS_ESSP,1026,14.209614164073875,1.042012186540725,0.6782832260446952
70,IBM_SABRE,114,15.976928909673653,4.0222239832183195,0.5044487771049172
70,PROMETHEUS_ESSP,1041,14.888563116753211,1.4245026887629353,0.6203813220093468
71,IBM_SABRE,107,15.979016368440984,4.0860583854848365,0.5038444104171154
71,PROMETHEUS_ESSP,1100,14.883961168998491,1.4212545672483083,0.6207933290509533
72,IBM_SABRE,101,15.980119707559066,4.122254450259098,0.5033092416119928
72,PROMETHEUS_ESSP,1030,14.24093765634013,1.0564154894994933,0.675722353091764
73,IBM_SABRE,99,15.961896595646385,3.7031196146973366,0.5065975491178255
73,PROMETHEUS_ESSP,1002,14.259560402050955,1.0650931609802416,0.674195384645562
74,IBM_SABRE,114,15.982834942673623,4.226229203160562,0.5033261985115882
74,PROMETHEUS_ESSP,1077,14.555402863217683,1.2159754334664334,0.6494630090127911
75,IBM_SABRE,102,15.979879047750739,4.112316092182635,0.5033474855453866
75,PROMETHEUS_ESSP,995,14.453616773762713,1.1610687775636113,0.6580772901439008
76,IBM_SABRE,108,15.982937085450358,4.230987742367833,0.5031613075931571
76,PROMETHEUS_ESSP,976,14.443993347088545,1.156051915589283,0.6588858237642983
77,IBM_SABRE,105,15.985517363979657,4.353863756752109,0.502710654083213
77,PROMETHEUS_ESSP,1111,14.531282694305348,1.2026486729030452,0.6515148439372277
78,IBM_SABRE,110,15.984050515887466,4.280142029979791,0.5026866282740963
